Date,P,D,E,CPI,Fraction,Rate_GS10,Real_Price,Real_Dividend,Real_Total_Return_Price,Real_Earnings,Real_Scaled_Earnings,CAPE,TR_CAPE,Excess_CAPE_Yield,Monthly_Total_Returns,Real_Total_Returns,Annualized_Stock_Real_Return_10Y,Annualized_Bonds_Real_Return_10Y,Real_Excess_Annualized_Returns_10Y
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,166.32,11.92,382.09,12.14,27.89,13.3,17.17,0.85%,1.0,3.17,7.17%,6.05%,1.12%
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,167.85,11.99,387.89,11.99,27.71,13.43,17.36,0.67%,1.0,3.22,7.11%,6.09%,1.02%
1885.01,4.24,0.3,0.31,8.28,1885.04,3.52,163.98,11.76,381.22,11.86,27.58,13.13,16.99,0.85%,1.0,3.23,7.21%,6.10%,1.11%
1885.02,4.37,0.3,0.3,8.37,1885.12,3.51,167.09,11.41,390.65,11.6,27.11,13.38,17.33,0.83%,1.0,3.21,6.84%,6.20%,0.64%
1885.03,4.38,0.29,0.3,8.18,1885.21,3.5,171.37,11.44,402.88,11.74,27.59,13.73,17.8,0.43%,1.0,3.3,6.56%,5.93%,0.62%
1885.04,4.37,0.29,0.3,8.28,1885.29,3.48,169.01,11.09,399.51,11.47,27.12,13.55,17.58,0.57%,1.0,3.27,6.68%,5.59%,1.10%
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,171.01,11.12,406.42,11.61,27.59,13.71,17.8,0.51%,1.0,3.36,6.96%,5.17%,1.79%
1885.06,4.3,0.28,0.29,7.9,1885.46,3.46,174.32,11.15,416.5,11.76,28.09,13.98,18.17,0.32%,1.0,3.46,6.80%,4.76%,2.04%
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,178.65,10.78,429,11.48,27.58,14.33,18.63,0.28%,1.0,3.43,6.71%,5.01%,1.70%
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,188.67,10.55,455.16,11.35,27.38,15.13,19.68,-0.16%,1.0,3.44,6.42%,5.13%,1.29%
1885.09,4.65,0.26,0.28,7.9,1885.71,3.42,188.51,10.44,456.87,11.35,27.51,15.12,19.66,-0.18%,1.0,3.5,6.48%,4.99%,1.50%
1885.1,4.92,0.25,0.28,7.9,1885.79,3.41,199.45,10.2,485.46,11.22,27.3,15.99,20.8,-0.53%,1.0,3.51,5.72%,4.97%,0.75%
1885.11,5.24,0.25,0.27,7.99,1885.87,3.4,209.9,9.85,512.88,10.95,26.75,16.82,21.88,-0.63%,1.0,3.48,4.82%,5.07%,-0.26%
1885.12,5.2,0.24,0.27,8.18,1885.96,3.38,203.45,9.39,499.04,10.56,25.91,16.3,21.19,-0.11%,1.0,3.42,4.65%,5.45%,-0.79%
1886.01,5.2,0.24,0.28,7.99,1886.04,3.37,208.29,9.55,512.87,11.02,27.12,16.69,21.69,-0.39%,1.0,3.51,4.43%,5.33%,-0.90%
1886.02,5.3,0.24,0.28,7.99,1886.12,3.38,212.3,9.48,524.68,11.22,27.72,17.01,22.09,-0.51%,1.0,3.52,4.81%,5.51%,-0.70%
1886.03,5.19,0.24,0.29,7.9,1886.21,3.4,210.4,9.53,521.94,11.55,28.66,16.84,21.87,-0.58%,1.0,3.56,4.74%,5.41%,-0.67%
1886.04,5.12,0.23,0.29,7.8,1886.29,3.41,210.09,9.57,523.16,11.9,29.63,16.8,21.81,-0.61%,1.0,3.61,5.00%,5.46%,-0.46%
1886.05,5.02,0.23,0.3,7.61,1886.37,3.42,211.14,9.75,527.79,12.41,31.02,16.86,21.89,-0.54%,1.0,3.71,5.05%,5.39%,-0.33%
1886.06,5.25,0.23,0.3,7.52,1886.46,3.43,223.61,9.8,561,12.78,32.06,17.83,23.13,-0.72%,1.0,3.77,4.42%,5.44%,-1.02%
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,224.18,9.6,564.44,12.83,32.3,17.85,23.13,-0.62%,1.0,3.73,3.69%,5.60%,-1.90%
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,223.07,9.42,563.63,12.88,32.54,17.72,22.95,-0.56%,1.0,3.69,3.14%,5.76%,-2.61%
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,228.89,9.35,580.29,13.09,33.17,18.15,23.48,-0.80%,1.0,3.69,3.41%,5.78%,-2.37%
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,234.7,9.28,596.99,13.29,33.81,18.56,24.0,-1.11%,1.0,3.7,3.08%,5.49%,-2.41%
1886.11,5.79,0.22,0.33,7.71,1886.87,3.5,240.52,9.21,613.74,13.5,34.45,18.97,24.5,-1.32%,1.0,3.71,3.21%,5.21%,-2.00%
1886.12,5.64,0.22,0.33,7.8,1886.96,3.51,231.43,9.03,592.47,13.54,34.67,18.19,23.49,-1.17%,1.0,3.67,3.23%,5.37%,-2.14%
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,223.51,8.91,574.11,13.32,34.21,17.51,22.59,-0.90%,1.0,3.59,3.89%,5.95%,-2.06%
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,219.3,8.91,565.19,13.26,34.18,17.13,22.08,-0.41%,1.0,3.55,3.99%,6.09%,-2.10%
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,224.45,9.01,580.39,13.36,34.55,17.47,22.52,-0.10%,1.0,3.56,3.78%,6.10%,-2.33%
1887.04,5.8,0.23,0.34,8.09,1887.29,3.56,229.59,9.1,595.66,13.46,34.92,17.82,22.95,-0.49%,1.0,3.57,3.37%,6.28%,-2.90%
1887.05,5.9,0.23,0.34,8.09,1887.37,3.57,233.55,9.2,607.92,13.56,35.29,18.08,23.26,-0.76%,1.0,3.57,3.41%,6.45%,-3.04%
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,229.52,9.41,599.47,13.82,36.09,17.71,22.78,-0.23%,1.0,3.62,4.06%,6.34%,-2.28%
1887.07,5.59,0.24,0.35,7.9,1887.54,3.6,226.61,9.63,593.97,14.09,36.92,17.43,22.42,-0.37%,1.0,3.67,4.65%,6.22%,-1.58%
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,218.31,9.61,574.3,14.02,36.88,16.74,21.52,0.35%,1.0,3.64,5.23%,5.89%,-0.66%
1887.09,5.38,0.24,0.35,7.9,1887.71,3.62,218.1,9.83,575.91,14.29,37.73,16.68,21.43,0.34%,1.0,3.69,5.43%,5.47%,-0.05%
1887.1,5.2,0.25,0.36,7.99,1887.79,3.63,208.29,9.81,552.17,14.22,37.7,15.88,20.41,0.74%,1.0,3.65,5.71%,5.76%,-0.05%
1887.11,5.3,0.25,0.36,8.09,1887.87,3.65,209.8,9.8,558.33,14.15,37.66,15.95,20.5,1.01%,1.0,3.61,5.25%,5.90%,-0.65%
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,203.82,9.67,544.55,13.92,37.2,15.46,19.86,1.43%,1.0,3.54,5.77%,6.16%,-0.39%
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,203.03,9.49,544.57,13.45,36.07,15.36,19.73,1.87%,1.0,3.51,6.09%,6.29%,-0.21%
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,204.2,9.54,549.85,13.28,35.75,15.42,19.81,1.85%,1.0,3.56,5.85%,6.02%,-0.17%
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,196.47,9.48,531.15,12.96,35.03,14.81,19.03,2.35%,1.0,3.58,5.76%,6.02%,-0.26%
1888.04,5.1,0.24,0.33,8.18,1888.29,3.62,199.54,9.52,541.58,12.78,34.69,15.02,19.3,2.26%,1.0,3.64,5.40%,5.90%,-0.49%
1888.05,5.17,0.24,0.32,8.09,1888.37,3.6,204.66,9.57,557.64,12.6,34.33,15.39,19.77,2.33%,1.0,3.7,5.08%,5.06%,0.03%
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,200.68,9.61,549,12.42,33.97,15.08,19.38,2.59%,1.0,3.76,6.41%,5.65%,0.76%
1888.07,5.14,0.24,0.3,8.09,1888.54,3.56,203.47,9.43,558.77,11.94,32.8,15.28,19.64,2.53%,1.0,3.73,6.45%,5.92%,0.52%
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,207.82,9.37,572.87,11.61,32,15.6,20.05,2.30%,1.0,3.75,6.60%,5.92%,0.68%
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,212.97,9.3,589.19,11.28,31.21,15.99,20.54,2.16%,1.0,3.76,6.32%,5.92%,0.40%
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,209.32,9.13,581.2,10.83,30.06,15.72,20.19,2.52%,1.0,3.74,6.27%,6.04%,0.23%
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,202.66,8.96,564.78,10.38,28.92,15.22,19.56,2.97%,1.0,3.71,6.96%,6.17%,0.79%
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,198.79,8.9,556.06,10.06,28.13,14.95,19.21,3.34%,1.0,3.73,7.65%,6.02%,1.63%
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,209.9,9.18,589.27,10.55,29.61,15.8,20.31,2.53%,1.0,3.88,7.84%,5.64%,2.20%
1889.02,5.3,0.23,0.27,7.9,1889.12,3.45,214.86,9.26,605.36,10.81,30.46,16.19,20.81,2.14%,1.0,3.93,7.68%,5.22%,2.47%
1889.03,5.19,0.23,0.27,7.8,1889.21,3.45,212.96,9.34,602.22,11.08,31.33,16.07,20.65,2.19%,1.0,3.99,7.92%,5.08%,2.84%
1889.04,5.18,0.23,0.27,7.8,1889.29,3.44,212.55,9.3,603.25,11.21,31.83,16.05,20.63,2.31%,1.0,4.01,7.92%,4.93%,2.99%
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,223.76,9.5,637.29,11.64,33.15,16.92,21.73,1.75%,1.0,4.12,6.90%,4.66%,2.24%
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,227.54,9.46,650.32,11.78,33.66,17.22,22.11,1.77%,1.0,4.13,6.33%,4.51%,1.82%
1889.07,5.3,0.22,0.28,7.61,1889.54,3.44,222.91,9.43,639.34,11.92,34.17,16.89,21.68,1.77%,1.0,4.15,6.76%,4.36%,2.39%
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,225.86,9.39,650.03,12.06,34.7,17.13,21.97,1.68%,1.0,4.16,6.74%,4.22%,2.52%
1889.09,5.5,0.22,0.29,7.71,1889.71,3.43,228.47,9.24,659.76,12.05,34.79,17.35,22.24,1.40%,1.0,4.12,6.09%,3.94%,2.14%
1889.1,5.4,0.22,0.29,7.71,1889.79,3.43,224.32,9.21,649.98,12.18,35.3,17.05,21.84,0.96%,1.0,4.13,6.09%,3.80%,2.29%
1889.11,5.35,0.22,0.3,7.71,1889.87,3.43,222.24,9.17,646.18,12.32,35.84,16.91,21.64,0.50%,1.0,4.14,6.25%,3.67%,2.58%
1889.12,5.32,0.22,0.3,7.8,1889.96,3.42,218.3,9.03,636.91,12.31,35.92,16.61,21.25,0.44%,1.0,4.11,5.56%,3.66%,1.90%
1890.01,5.38,0.22,0.3,7.61,1890.04,3.42,226.28,9.25,662.44,12.58,36.84,17.22,22.02,-0.30%,1.0,4.22,5.32%,3.40%,1.92%
1890.02,5.32,0.22,0.3,7.61,1890.12,3.44,223.76,9.25,657.31,12.55,36.86,17.03,21.76,-0.25%,1.0,4.23,5.49%,3.29%,2.20%
1890.03,5.28,0.22,0.3,7.61,1890.21,3.45,222.07,9.25,654.64,12.51,36.89,16.9,21.58,-0.31%,1.0,4.23,5.65%,3.31%,2.35%
1890.04,5.39,0.22,0.3,7.61,1890.29,3.47,226.7,9.25,670.55,12.48,36.91,17.26,22.02,-0.08%,1.0,4.24,5.57%,3.32%,2.25%
1890.05,5.62,0.22,0.3,7.71,1890.37,3.49,233.45,9.14,692.78,12.29,36.46,17.79,22.68,0.15%,1.0,4.19,5.00%,3.71%,1.29%
1890.06,5.58,0.22,0.3,7.71,1890.46,3.5,231.79,9.14,690.11,12.25,36.48,17.68,22.53,0.36%,1.0,4.2,4.89%,3.86%,1.04%
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,230.13,9.14,687.43,12.22,36.51,17.59,22.38,0.38%,1.0,4.21,4.84%,3.74%,1.10%
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,216.71,8.81,649.52,11.75,35.21,16.6,21.1,1.06%,1.0,4.06,5.75%,4.26%,1.49%
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,210.59,8.71,633.37,11.58,34.82,16.17,20.54,1.22%,1.0,4.02,5.68%,4.27%,1.40%
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,201.09,8.71,606.98,11.55,34.85,15.48,19.65,1.48%,1.0,4.03,6.68%,4.42%,2.26%
1890.11,4.71,0.22,0.29,7.9,1890.87,3.59,190.94,8.92,578.58,11.79,35.72,14.75,18.7,1.45%,1.0,4.13,8.04%,4.18%,3.86%
1890.12,4.6,0.22,0.29,7.9,1890.96,3.6,186.48,8.92,567.32,11.76,35.77,14.44,18.31,1.47%,1.0,4.14,9.07%,4.33%,4.74%
1891.01,4.84,0.22,0.29,7.8,1891.04,3.62,198.6,9.03,606.49,12.07,36.87,15.43,19.55,0.99%,1.0,4.2,8.55%,4.08%,4.47%
1891.02,4.9,0.22,0.3,7.9,1891.12,3.62,198.64,8.92,608.88,12.09,37.07,15.48,19.59,1.00%,1.0,4.16,8.96%,4.33%,4.63%
1891.03,4.81,0.22,0.3,7.99,1891.21,3.62,192.67,8.81,592.83,12.12,37.28,15.05,19.04,1.30%,1.0,4.12,9.67%,4.44%,5.23%
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,196.74,8.71,607.57,12.14,37.49,15.41,19.47,1.16%,1.0,4.09,10.46%,4.69%,5.78%
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,198.28,8.81,614.6,12.45,38.59,15.57,19.66,1.08%,1.0,4.15,9.80%,4.55%,5.25%
1891.06,4.85,0.22,0.32,7.8,1891.46,3.61,199.01,9.03,619.2,12.93,40.22,15.66,19.76,0.81%,1.0,4.26,10.80%,4.29%,6.51%
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,198.15,9.14,618.88,13.26,41.41,15.62,19.69,0.61%,1.0,4.33,9.94%,4.02%,5.92%
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,204.79,9.14,642.02,13.43,42.1,16.16,20.36,0.20%,1.0,4.34,9.59%,3.88%,5.71%
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,224.18,9.25,705.2,13.77,43.33,17.71,22.28,-0.83%,1.0,4.41,8.41%,3.61%,4.80%
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,224.18,9.25,707.63,13.95,44.04,17.72,22.26,-0.92%,1.0,4.42,8.29%,3.60%,4.69%
1891.11,5.25,0.22,0.34,7.52,1891.87,3.6,223.61,9.37,708.29,14.3,45.3,17.67,22.19,-0.93%,1.0,4.49,8.41%,3.33%,5.08%
1891.12,5.41,0.22,0.34,7.52,1891.96,3.6,230.42,9.37,732.35,14.48,46.03,18.21,22.83,-1.10%,1.0,4.51,7.78%,3.20%,4.59%
1892.01,5.51,0.22,0.34,7.33,1892.04,3.6,240.78,9.69,767.83,14.97,47.73,19.02,23.82,-1.58%,1.0,4.64,7.66%,3.04%,4.62%
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,241.21,9.76,771.82,15.08,48.24,19.04,23.81,-1.69%,1.0,4.65,7.74%,3.04%,4.69%
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,250.34,10.09,803.7,15.59,50.05,19.74,24.66,-2.14%,1.0,4.78,7.35%,2.77%,4.58%
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,253.26,10.31,815.86,15.91,51.27,19.94,24.88,-2.42%,1.0,4.86,7.45%,2.51%,4.95%
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,253.26,10.38,818.65,16.03,51.81,19.91,24.81,-2.51%,1.0,4.87,7.30%,2.38%,4.91%
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,251.9,10.46,817.06,16.14,52.36,19.77,24.6,-2.58%,1.0,4.88,7.16%,2.26%,4.90%
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,245.27,10.26,798.33,15.83,51.52,19.21,23.88,-2.10%,1.0,4.76,7.69%,2.53%,5.15%
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,245.58,10.19,802.1,15.73,51.38,19.2,23.85,-2.07%,1.0,4.7,8.08%,2.79%,5.29%
1892.09,5.48,0.24,0.36,7.33,1892.71,3.7,239.46,10.27,784.92,15.84,51.92,18.69,23.19,-1.68%,1.0,4.71,8.25%,2.67%,5.58%
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,244.27,10.34,803.5,15.95,52.46,19.04,23.6,-1.70%,1.0,4.72,6.96%,1.97%,4.98%
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,237.24,10.15,783.14,15.65,51.67,18.46,22.86,-1.21%,1.0,4.61,7.20%,2.57%,4.63%
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,231.75,10.09,767.79,15.56,51.56,18.01,22.28,-0.87%,1.0,4.57,7.08%,2.59%,4.50%
1893.01,5.61,0.24,0.36,7.9,1893.04,3.75,227.42,9.76,756.17,14.63,48.63,17.66,21.82,-0.41%,1.0,4.41,7.70%,2.85%,4.85%
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,220.71,9.68,736.53,14.09,47.01,17.13,21.15,-0.21%,1.0,4.37,7.95%,2.96%,4.99%
1893.03,5.31,0.24,0.34,7.8,1893.21,3.74,217.89,9.95,729.87,14.05,47.08,16.9,20.86,-0.27%,1.0,4.49,8.02%,3.04%,4.98%
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,220.58,10.11,741.71,13.85,46.56,17.1,21.1,-0.36%,1.0,4.57,7.43%,2.90%,4.53%
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,203.57,10.27,687.38,13.64,46.04,15.78,19.47,0.11%,1.0,4.64,8.33%,2.99%,5.34%
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,198.86,10.57,674.48,13.59,46.09,15.42,19.03,0.30%,1.0,4.77,7.96%,2.72%,5.24%
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,185.06,10.88,630.74,13.54,46.14,14.35,17.73,0.73%,1.0,4.92,8.22%,2.44%,5.79%
1893.08,4.08,0.25,0.3,6.95,1893.62,3.72,188.06,11.37,644.18,13.68,46.85,14.59,18.03,0.23%,1.0,5.14,7.69%,2.01%,5.68%
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,193.47,10.96,665.86,12.73,43.81,15.01,18.57,0.53%,1.0,4.95,7.00%,2.29%,4.70%
1893.1,4.5,0.25,0.28,7.33,1893.79,3.71,196.64,10.85,679.87,12.16,42.05,15.27,18.9,0.55%,1.0,4.9,6.59%,2.53%,4.06%
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,205.02,11.18,712.08,12.08,41.95,15.94,19.74,0.13%,1.0,5.05,6.31%,2.37%,3.94%
1893.12,4.41,0.25,0.26,7.04,1893.96,3.7,200.52,11.37,699.73,11.82,41.25,15.61,19.34,0.03%,1.0,5.14,7.02%,2.22%,4.81%
1894.01,4.32,0.25,0.25,6.85,1894.04,3.7,201.88,11.53,707.84,11.76,41.24,15.74,19.52,-0.28%,1.0,5.3,6.88%,1.69%,5.19%
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,207.57,11.53,731.15,11.53,40.61,16.2,20.11,-0.58%,1.0,5.4,6.04%,1.29%,4.76%
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,219.93,11.7,778.11,11.46,40.54,17.19,21.34,-1.19%,1.0,5.58,5.52%,1.09%,4.43%
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,222.85,11.54,791.86,11.05,39.28,17.43,21.66,-1.05%,1.0,5.61,5.76%,1.18%,4.58%
1894.05,4.4,0.23,0.22,6.57,1894.37,3.62,214.56,11.38,765.77,10.65,37.99,16.81,20.9,-0.61%,1.0,5.63,6.18%,1.39%,4.79%
1894.06,4.34,0.23,0.21,6.57,1894.46,3.6,211.64,11.22,758.67,10.24,36.71,16.61,20.66,-0.52%,1.0,5.66,6.34%,1.37%,4.97%
1894.07,4.25,0.23,0.2,6.57,1894.54,3.58,207.25,11.05,746.24,9.84,35.42,16.29,20.29,-0.28%,1.0,5.69,6.99%,1.34%,5.65%
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,208.99,10.58,755.69,9.16,33.12,16.46,20.51,-0.04%,1.0,5.55,7.13%,1.49%,5.64%
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,209.36,10.28,760.13,8.65,31.39,16.52,20.61,0.20%,1.0,5.5,7.45%,1.49%,5.95%
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,208.61,10.42,760.56,8.49,30.97,16.5,20.6,0.06%,1.0,5.68,8.09%,1.18%,6.91%
1894.11,4.34,0.21,0.17,6.66,1894.87,3.5,208.61,10.25,763.68,8.09,29.61,16.54,20.67,0.28%,1.0,5.71,8.41%,0.93%,7.48%
1894.12,4.3,0.21,0.16,6.57,1894.96,3.48,209.69,10.24,770.73,7.8,28.68,16.67,20.86,0.23%,1.0,5.82,8.45%,0.76%,7.68%
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,207.25,10.16,764.88,8.17,30.15,16.52,20.69,0.30%,1.0,5.85,8.80%,0.74%,8.06%
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,204.32,10.08,757.18,8.53,31.62,16.33,20.47,0.25%,1.0,5.86,9.41%,0.75%,8.65%
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,204.32,10.0,760.27,8.9,33.11,16.36,20.53,0.45%,1.0,5.87,9.83%,0.88%,8.94%
1895.04,4.37,0.2,0.19,6.85,1895.29,3.5,204.22,9.5,762.83,8.88,33.17,16.39,20.58,0.73%,1.0,5.63,9.69%,1.33%,8.36%
1895.05,4.61,0.2,0.2,6.95,1895.37,3.51,212.49,9.3,796.6,9.1,34.13,17.08,21.46,0.84%,1.0,5.57,8.82%,1.59%,7.23%
1895.06,4.7,0.2,0.21,7.04,1895.46,3.52,213.71,9.09,804.02,9.32,35.07,17.21,21.63,1.15%,1.0,5.5,8.88%,1.75%,7.14%
1895.07,4.72,0.2,0.21,6.95,1895.54,3.53,217.56,9.14,821.36,9.79,36.98,17.55,22.06,0.78%,1.0,5.59,9.02%,1.62%,7.40%
1895.08,4.79,0.2,0.22,6.85,1895.62,3.54,223.85,9.19,848.02,10.28,38.95,18.07,22.73,0.46%,1.0,5.68,8.98%,1.38%,7.60%
1895.09,4.82,0.2,0.23,6.85,1895.71,3.55,225.25,9.11,856.2,10.63,40.41,18.2,22.89,0.53%,1.0,5.69,9.06%,1.51%,7.56%
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,221.98,9.03,846.63,10.98,41.89,17.94,22.57,0.60%,1.0,5.7,9.37%,1.52%,7.85%
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,214.5,8.96,820.96,11.33,43.37,17.34,21.81,0.66%,1.0,5.71,9.56%,1.41%,8.14%
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,204.73,9.0,786.42,11.85,45.51,16.55,20.82,0.56%,1.0,5.8,10.20%,1.17%,9.03%
1896.01,4.27,0.19,0.25,6.66,1896.04,3.6,205.25,9.09,791.34,11.86,45.72,16.58,20.86,0.63%,1.0,5.9,10.54%,1.04%,9.50%
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,217.0,9.18,839.6,11.86,45.9,17.52,22.04,0.18%,1.0,6.01,9.84%,0.86%,8.98%
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,213.59,9.14,829.34,11.7,45.44,17.23,21.69,0.41%,1.0,6.04,9.74%,0.83%,8.91%
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,218.71,9.24,852.21,11.71,45.64,17.64,22.2,0.26%,1.0,6.15,9.33%,0.65%,8.67%
1896.05,4.4,0.19,0.23,6.37,1896.37,3.53,220.97,9.33,864.04,11.72,45.81,17.83,22.43,0.32%,1.0,6.27,8.80%,0.36%,8.44%
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,220.24,9.43,864.26,11.73,46.01,17.78,22.37,0.33%,1.0,6.39,8.97%,0.18%,8.79%
1896.07,4.04,0.18,0.23,6.28,1896.54,3.5,205.96,9.39,811.31,11.56,45.53,16.64,20.93,0.61%,1.0,6.42,9.78%,0.49%,9.30%
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,194.24,9.34,768.19,11.38,45.02,15.7,19.76,0.86%,1.0,6.45,10.96%,0.23%,10.73%
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,204.43,9.3,811.58,11.22,44.53,16.54,20.82,0.55%,1.0,6.48,10.60%,0.09%,10.51%
1896.1,4.1,0.18,0.22,6.47,1896.79,3.45,202.87,8.99,808.37,10.72,42.73,16.44,20.69,0.90%,1.0,6.31,10.10%,0.14%,9.96%
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,210.54,8.69,841.79,10.25,40.99,17.09,21.51,0.97%,1.0,6.16,9.80%,0.29%,9.51%
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,202.85,8.65,813.92,10.09,40.5,16.5,20.77,1.07%,1.0,6.19,9.99%,0.15%,9.83%
1897.01,4.22,0.18,0.22,6.47,1897.04,3.4,208.81,8.91,840.84,10.8,43.5,17.03,21.43,0.38%,1.0,6.4,9.47%,-0.06%,9.53%
1897.02,4.18,0.18,0.23,6.47,1897.12,3.4,206.83,8.91,835.85,11.22,45.33,16.89,21.26,0.32%,1.0,6.42,8.99%,-0.29%,9.28%
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,207.33,8.91,840.85,11.63,47.16,16.96,21.33,0.30%,1.0,6.44,7.96%,-0.20%,8.16%
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,203.89,9.04,829.98,12.22,49.74,16.7,21.0,0.25%,1.0,6.55,8.20%,-0.36%,8.56%
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,208.0,9.18,849.82,12.83,52.43,17.05,21.44,-0.02%,1.0,6.67,7.39%,-0.73%,8.12%
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,217.69,9.18,892.52,13.26,54.35,17.85,22.43,-0.16%,1.0,6.69,6.45%,-0.85%,7.30%
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,227.37,9.18,935.37,13.68,56.27,18.65,23.42,-0.28%,1.0,6.72,6.40%,-0.86%,7.26%
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,231.63,8.78,955.88,13.49,55.68,19.01,23.84,-0.06%,1.0,6.44,5.39%,-0.43%,5.83%
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,236.01,8.53,976.87,13.51,55.91,19.37,24.27,0.25%,1.0,6.28,5.10%,-0.16%,5.27%
1897.1,4.82,0.18,0.29,6.66,1897.79,3.36,231.69,8.65,961.98,14.1,58.54,19.03,23.81,0.09%,1.0,6.39,4.01%,-0.42%,4.43%
1897.11,4.65,0.18,0.3,6.66,1897.87,3.36,223.51,8.65,931.04,14.5,60.41,18.36,22.94,0.17%,1.0,6.41,4.21%,-0.02%,4.23%
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,228.32,8.65,954.07,14.9,62.27,18.75,23.4,-0.17%,1.0,6.43,4.76%,0.18%,4.58%
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,234.57,8.73,983.22,15.06,63.12,19.25,23.99,-0.42%,1.0,6.45,5.05%,0.28%,4.77%
